ChagosSP,ChagosFG,GBRSP,GBRFG,MaldivesSP,MaldivesFG,SeychellesSP,SeychellesFG
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus rivulatus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus rivulatus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus niger,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Chlorurus microrhinos,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Siganus corallinus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Siganus corallinus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Chlorurus microrhinos,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Chlorurus microrhinos,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso tuberosus,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Chlorurus microrhinos,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Chlorurus microrhinos,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Chlorurus microrhinos,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes fasciolatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Dischistodus melanotus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Ctenochaetus striatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus lineatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Cetoscarus bicolor,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Naso unicornis,Herbivore Browser,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus rivulatus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Chlorurus microrhinos,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus frenatus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes fasciolatus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus schlegeli,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus schlegeli,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Siganus spinus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Siganus spinus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Siganus spinus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Siganus spinus,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus schlegeli,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus globiceps,Herbivore Scraper,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Plectroglyphidodon lacrymatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Pomacentrus bankanensis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Stegastes apicalis,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus auranticavus,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus triostegus,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus auranticavus,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Acanthurus auranticavus,Herbivore Grazer,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Chlorurus sordidus,Herbivore Scraper,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Pomacentrus trilineatus,Herbivore Grazer
Pomacentrus nagasakiensis,Herbivore Grazer,Scarus psittacus,Herbivore Scraper,,,Pomacentrus trilineatus,Herbivore Grazer
